index,model,reference,hypothesis,audio_sec,infer_sec,x_real_time,wer
0,small.en,however due to the slow communication channels styles in the west could lag behind by 25 to 30 year," However, due to the slow communication channels, styles in the west could lag behind by 25
 to 30 years.
",10.56,92.592865808,0.11404766347654853,0.05263157894736842
1,small.en,all nouns alongside the word sie for you always begin with a capital letter even in the middle of a sentence," All nouns alongside the world say for you always begin with a capital letter even in the middle of a sentence.
",8.76,92.50811907399998,0.09469439101872364,0.09523809523809523
2,small.en,to the north and within easy reach is the romantic and fascinating town of sintra and which was made famous to foreigners after a glowing account of its splendours recorded by lord byron," To the north and within easy reach is the romantic and fascinating town of Cintra and which was made famous
 to foreigners after a glowing account of its splinters recorded by Lord Byron.
",11.46,96.992852406,0.11815303618487132,0.06060606060606061
3,small.en,the cabbage juice changes color depending on how acidic or basic alkaline the chemical is," The cabbage juice changes color depending on how acidic, basic alkaline the chemical is.
",5.76,94.06622896300007,0.061233452892702156,0.06666666666666667
4,small.en,many people don't think about them as dinosaurs because they have feathers and can fly," Many people don't think about them as dinosaurs because they have feathers and can fly.
",4.32,91.66886581400001,0.04712614213822021,0.0
5,small.en,the hospital has followed protocol for infection control including separating the patient from others to prevent possible infection of others," The hospital has followed protocol for infection control, including separating
 the patient from others to prevent possible infection of others.
",11.42,94.88040101299998,0.12036205452415083,0.0
6,small.en,the northern marianas emergency management office said that there were no damages reported in the nation," The Northern Marianas Emergency Management Office said that there were no damages reported in the nation.
",10.8,93.2405838929999,0.11582939047650923,0.0
7,small.en,twentieth century research has shown that there are two pools of genetic variation hidden and expressed," 20th century research has shown that there are two pools of genetic variation hidden and expressed.
",6.96,94.11537781900006,0.07395178302726753,0.0625
8,small.en,the aspect ratio of this format dividing by twelve to obtain the simplest whole-number ratio is therefore said to be 3:2," The aspect ratio of this format dividing by 12 to obtain the simplest whole number ratio
 is therefore said to be 3 to 2.
",11.04,93.08033241999988,0.1186072257475938,0.08695652173913043
9,small.en,as light pollution in their heyday was not the kind of problem it is today they are usually located in cities or at campuses easier to reach than those built in modern times," As light pollution in their heyday was not the kind of problem it is today, they are
 usually located in cities or at campuses easier to reach than those built in modern times.
",9.9,95.84200853400012,0.10329499716700906,0.0
10,small.en,through the night between 150 and 200 copies were made now known as dunlap broadsides," The night between 150 and 200 copies were made now known as Dunlap Broadsides.
",4.8,94.1952225,0.05095799842714953,0.06666666666666667
11,small.en,for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook," For example, each year students from Bennett School in North Carolina design a website about their trip to the state capitol.
 Each year the website gets remodeled, but older versions are kept online to serve as a scrapbook.
",11.28,95.71074028600015,0.11785511183273079,0.07894736842105263
12,small.en,lion prides act much like packs of wolves or dogs animals surprisingly similar to lions but not other big cats in behavior and also very deadly to their prey," Lion pride acts much like packs of wolves or dogs, animals surprisingly
 similar to lions but not other big cats in behavior and also very deadly to
 their prey.
",10.92,111.25552306899999,0.09815243053801008,0.06896551724137931
13,small.en,the city is also the base to climb the nyiragongo volcano along with some of the cheapest mountain gorilla tracking in africa," The city is also the base to climb the Nairaigango volcano along with some of the cheapest mountain gorilla trafficking in Africa.
",11.28,94.23815565900009,0.1196967398302719,0.09090909090909091
14,small.en,the internet combines elements of both mass and interpersonal communication," The internet combines elements of both mass and interpersonal communication.
",5.72,92.1270649569999,0.062088160549451966,0.0
15,small.en,these theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things," These videos look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.
",15.56,94.22095049599989,0.1651437383945792,0.029411764705882353
16,small.en,for example the most common still image photography format in the world is 35mm which was the dominant film size at the close of the analog film era," For example, the most common still image photography format in the world is 35 millimeter,
 which was the dominant film size at the close of the analog film era.
",13.92,105.650269837,0.1317554609323397,0.07142857142857142
17,small.en,the term safari in popular use refers to overland travel to view the stunning african wildlife particularly on savanna," The term ""Safari"" in popular loose refers to overland travel to view the stunning African wildlife, particularly on Savannah.
",8.64,92.92438457800017,0.09297882401091004,0.10526315789473684
18,small.en,but there are a lot of things about birds that still look like a dinosaur," But there are a lot of things about words that still look like a dinosaur.
",5.36,91.42693984499965,0.05862604620790172,0.06666666666666667
19,small.en,women it is recommended that any women travellers say that they are married regardless of actual marital status," Women is recommended that any women travelers say that they are married regardless of actual marital status.
",10.14,91.75425446100007,0.11051258668675668,0.1111111111111111
20,small.en,in some areas boiling water for a minute is enough in others several minutes are needed," In some areas boiling water for a minute is enough and other several minutes are needed.
",5.64,91.74733487899994,0.06147317529646237,0.125
21,small.en,anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow ice or freezing temperatures," Anyone who's going to try what hot light attitudes are over,
 mountain passes should consider the possibility of snow, ice, or freezing temperatures.
",8.58,93.4368185620001,0.09182675664739946,0.2727272727272727
22,small.en,as a result two fish species have become extinct and two others have become endangered including the humpback chub," As a result, two fish species have become extinct and two others have become endangered, including the humpback chub.
",11.44,92.75016422999988,0.12334209966066832,0.0
23,small.en,it was ruled by the vichy french these were french people who had made peace with the germans in 1940 and worked with the invaders instead of fighting them," It was ruled by the Vicky French. These were French people who had made peace
 with the Germans in 1940 and worked with the invaders instead of fighting them.
",9.6,94.4611340270003,0.10162909961737261,0.034482758620689655
24,small.en,on 15 august 1940 the allies invaded southern france the invasion was called operation dragoon," On August 15, 1940, the Allies invaded southern France and the invasion was called Operation Dragoon.
",10.12,92.21212525300007,0.10974695542732599,0.2
25,small.en,alloys are basically a mixture of two or more metals don't forget that there are many elements on the periodic table," Alloys are basically a mixture of two or more metals.
 Don't forget there are many elements on the PRI cable.
",8.38,93.07863811400011,0.09003139893104593,0.14285714285714285
26,small.en,for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook," For example, each year students from Bennett School in North Carolina design a website about their trip to the state capitol.
 Each year the website gets remodeled, but older versions are kept online to serve as a scrapbook.
",11.4,95.72413287600011,0.11909222530923756,0.07894736842105263
27,small.en,his work is of such recognized quality and detail that he is one of the very few household names among philatelists some specialize in collecting his work alone," His work is of such recognized quality and detail that he is one of the very few household names among philatelists, some specializing in collecting his work alone.
",14.66,93.57338601599986,0.15666847833734826,0.03571428571428571
28,small.en,danielle lantagne a un expert on the disease stated the outbreak was likely caused by the peacekeepers," Danielle Van de Geem, a UN expert on the disease stated that outbreak was likely caused by the peacekeepers.
",6.3,93.61643408500004,0.06729587664362272,0.23529411764705882
29,small.en,the other nominations include best picture director cinematography costume design film-editing original score production design sound editing sound mixing and original screenplay," The other nominations include Best Picture, Director of Cinematography,
 Costume Design, Film Editing, Original Score, Production Design, Sound Editing,
 Sound Mixing, and Original Screenplay.
",14.6,94.69354745700002,0.1541815719453303,0.043478260869565216
30,small.en,virtual teams are held to the same standards of excellence as conventional teams but there are subtle differences," Virtual teams are held to the same standard of excellence as conventional teams, but there are subtle differences.
",5.64,92.07327173000022,0.06125556194569677,0.05555555555555555
31,small.en,in the north the region is bounded by the sahel and in the south and west by the atlantic ocean," In the north, the region is bounded by the Sahel and in the south and west by the Atlantic Ocean.
",9.58,92.52501119099998,0.10353957137301982,0.0
32,small.en,a well rounded athlete the tiger can climb though not well swim leap great distances and pull with five times the force of a strong human," A well-rounded athlete, the tiger can climb, though not well, swim, leap great distances,
 and pull with five times the force of a strong human.
",10.2,94.08729725800004,0.10840995859441287,0.0
33,small.en,he was subsequently relocated to addenbrooke's hospital in cambridge," He was subsequently relocated to Attenbrooke's Hospital in Cambridge.
",6.84,91.39713351899991,0.07483823328636538,0.1111111111111111
34,small.en,the pyramid sound and light show is one of the most interesting things in the area for kids," The pyramid, sound and light show is one of the most interesting things in the area for kids.
",8.34,92.19547932700016,0.09045996681051548,0.0
35,small.en,due to the underwater topology the return flow is concentrated at a few deeper sections and a fast current to deep water may form there," Due to the underwater topology, the return flow is concentrated at a few deeper sections
 and a fast current to deep water may form there.
",10.92,93.40969485300002,0.1169043536346515,0.0
